Sample_ID,cell_line_name,stripped_cell_line_name,CCLE_Name,alias,COSMICID,sex,source,Achilles_n_replicates,cell_line_NNMD,culture_type,culture_medium,cas9_activity,RRID,WTSI_Master_Cell_ID,sample_collection_site,primary_or_metastasis,primary_disease,Subtype,age,Sanger_Model_ID,depmap_public_comments,lineage,lineage_subtype,lineage_sub_subtype,lineage_molecular_subtype,
ACH-000792,BFTC-909,BFTC909,BFTC909_KIDNEY,,910698,Male,DSMZ,2,-4.60594617681871,,DMEM + 10% FBS,61.2,CVCL_1084,1284,kidney,Primary,Kidney Cancer,"Renal Carcinoma, transitional cell",64,SIDM00988,,kidney,renal_cell_carcinoma,transitional_cell,,
ACH-001485,CII,CII,CII_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,DSMZ,1,-1.35560713767527,Loosely Adherent,RPMI 1640 + 10% FBS,42,CVCL_0D73,,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"B-cell, unspecified",47,,,blood,unspecified_leukemia,b_cell,,
ACH-000604,KYO-1,KYO1,KYO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,2,-2.28247790939675,Suspension,RPMI + 20% FBS,59.7,CVCL_2095,,haematopoietic_and_lymphoid_tissue,,Leukemia,"Chronic Myelogenous Leukemia (CML), blast crisis",22,,,blood,CML,blast_crisis,,
ACH-000516,CAL-78,CAL78,CAL78_BONE,,1290765,Male,DSMZ,2,-5.56636950972217,Adherent,RPMI + 20% FBS,66.6,CVCL_1809,1148,soft_tissue,,Bone Cancer,Chondrosarcoma,76,SIDM00929,,bone,chondrosarcoma,,,
ACH-000486,KU-19-19,KU1919,KU1919_URINARY_TRACT,,907312,Male,DSMZ,2,-4.2562400394807,Adherent,RPMI + 10% heat inactivated FBS,66.7,CVCL_1344,892,urinary_tract,,Bladder Cancer,Transitional Cell Carcinoma,76,SIDM01033,,urinary_tract,bladder_carcinoma,bladder_transitional_cell,,
ACH-000747,NCI-H1703,NCIH1703,NCIH1703_LUNG,,908474,Male,ATCC,2,-4.33667410436829,Adherent,RPMI + 10% FBS,91,CVCL_1490,1239,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",54,SIDM00740,,lung,NSCLC,NSCLC_squamous,,
ACH-000829,HuNS1,HUNS1,HUNS1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,ATCC,2,-3.23452937381043,Suspension,RPMI + 15% FBS,70.2,CVCL_2526,,haematopoietic_and_lymphoid_tissue,,Myeloma,Multiple Myeloma,,,,plasma_cell,multiple_myeloma,,,
ACH-000537,SNU-761,SNU761,SNU761_LIVER,,,Male,KCLB,1,-5.25250449199935,,RPMI + 10% FBS,89.1,CVCL_5089,,liver,,Liver Cancer,Hepatocellular Carcinoma,49,,,liver,hepatocellular_carcinoma,,,
ACH-000991,SNU-81,SNU81,SNU81_LARGE_INTESTINE,,1660036,Male,KCLB,,,,,,CVCL_5098,697,Colon,,Colon/Colorectal Cancer,Adenocarcinoma,53,SIDM00193,,colorectal,colorectal_adenocarcinoma,,,
ACH-000620,JHH-1,JHH1,JHH1_LIVER,,1298151,Male,HSRRB,2,-4.67852028007062,,William's E Medium + 10% FBS,62.7,CVCL_2785,89,liver,Primary,Liver Cancer,Hepatocellular Carcinoma,50,SIDM00618,,liver,hepatocellular_carcinoma,,,
ACH-000900,NCI-H23,NCIH23,NCIH23_LUNG,,905942,Male,ATCC,4,-3.48627058674521,Adherent,RPMI + 10% FBS,81.8,CVCL_1547,2108,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",51,SIDM00138,,lung,NSCLC,NSCLC_adenocarcinoma,,
ACH-000250,KMRC-20,KMRC20,KMRC20_KIDNEY,,1298169,Unknown,HSRRB,2,-4.98922803187444,Adherent,RPMI + 10% FBS,84.8,CVCL_2986,1515,kidney,Primary,Kidney Cancer,Renal Cell Carcinoma,,SIDM00609,,kidney,renal_cell_carcinoma,,,
ACH-001664,SNU-638,SNU638,SNU638_STOMACH,,,Male,KCLB,2,-5.4248803353172,Adherent,"RPMI 1640 + 10% FBS with L-glutamine (300mg/L), 25mM HEPES and 25mM NaHCO3; Penicillin-streptomycin were added to culture media (final concentration, 100 U/mL)",96.1,CVCL_0102,,ascites,Metastasis,Gastric Cancer,Adenocarcinoma,48,,,gastric,gastric_adenocarcinoma,,,
ACH-000132,JHOS-2,JHOS2,JHOS2_OVARY,,1479995,Female,RIKEN,1,-4.49848669984283,,DMEM:F12 (1:1) + 10% FBS,83.8,CVCL_4647,436,ovary,Primary,Ovarian Cancer,"Adenocarcinoma, high grade serous",45,SIDM00305,,ovary,ovary_adenocarcinoma,high_grade_serous,,
ACH-001791,LPS6,LPS6,LPS6_SOFT_TISSUE,,,Unknown,Academic lab,2,-3.08492247435505,Adherent,DMEM:F12 + 10% FBS + 1% Glutamax + 1% PenStrep,68.6,,,soft_tissue,,Liposarcoma,,,,,soft_tissue,liposarcoma,,,
ACH-000890,SW 1271,SW1271,SW1271_LUNG,,1299062,Male,ATCC,2,-2.9868656697033,Adherent,RPMI + 10% FBS,75,CVCL_1716,2037,lung,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),69,SIDM01156,,lung,SCLC,,,
ACH-000385,SK-RC-20,SKRC20,SKRC20_KIDNEY,,,Unknown,Academic lab,2,-3.13059058610152,not found,not found,82.3,CVCL_V605,,kidney,,Kidney Cancer,Renal Cell Carcinoma,,,,kidney,renal_cell_carcinoma,,,
ACH-000576,KMS-27,KMS27,KMS27_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,HSRRB,2,-2.71429354930674,Suspension,RPMI + 10% FBS,89,CVCL_2993,,haematopoietic_and_lymphoid_tissue,Primary,Myeloma,Multiple Myeloma,52,,,plasma_cell,multiple_myeloma,,,
ACH-000143,,HCC2429,HCC2429_LUNG,,,Female,Academic lab,2,-3.45092334643184,Adherent,RPMI, 10% FBS,75.4,CVCL_5132,,lung,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), unspecified",34,,,lung,NSCLC,,
ACH-001834,ICC10,ICC10,ICC10_BILIARY_TRACT,,,Unknown,Academic lab,1,-3.47615093182381,Adherent,RPMI + 10% FBS,92.8,,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,,bile_duct,cholangiocarcinoma,intrahepatic,,
ACH-000463,NCI-H460,NCIH460,NCIH460_LUNG,,905943,Male,ATCC,2,-3.17958972591009,Adherent,RPMI + 10% FBS,83.1,CVCL_0459,2146,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",,SIDM00144,,lung,NSCLC,NSCLC_large_cell,,
ACH-000532,SNU-61,SNU61,SNU61_LARGE_INTESTINE,,1660035,Male,KCLB,,,,,,CVCL_5078,151,liver,Metastasis,Colon/Colorectal Cancer,Adenocarcinoma,48,SIDM00194,,colorectal,colorectal_adenocarcinoma,,,
ACH-000142,CAL-29,CAL29,CAL29_URINARY_TRACT,,1290730,Female,DSMZ,2,-3.56937405871061,Adherent,DMEM + 10% FBS,82.8,CVCL_1808,2040,urinary_tract,Primary,Bladder Cancer,Transitional Cell Carcinoma,80,SIDM00936,,urinary_tract,bladder_carcinoma,bladder_transitional_cell,,
ACH-000025,CH-157MN,CH157MN,CH157MN_CENTRAL_NERVOUS_SYSTEM,,,Female,Academic lab,2,-4.18694684116818,Semi-adherent,DMEM, 10% FBS,92.8,CVCL_5723,,central_nervous_system,,Brain Cancer,Meningioma,,,,central_nervous_system,meningioma,,
ACH-000278,COV362,COV362,COV362_OVARY,,,Female,ECACC,3,-3.26175164225012,Adherent,DMEM + 10% FBS + 2mM L-glutamine,83.5,CVCL_2420,,pleural_effusion,Metastasis,Ovarian Cancer,"Adenocarcinoma, high grade serous",,,,ovary,ovary_adenocarcinoma,high_grade_serous,,
ACH-001654,SK-GT-4,SKGT4,SKGT4_OESOPHAGUS,,1503365,Male,Sigma-Aldrich,2,-4.12646845308204,Adherent,RPMI 1640 + 10% FBS + 2mM Glutamine,88.4,CVCL_2195,2164,oesophagus,Primary,Esophageal Cancer,Adenocarcinoma,,SIDM00483,,esophagus,esophagus_adenocarcinoma,,,
ACH-001850,G415,G415,G415_BILIARY_TRACT,,,Male,RIKEN,2,-4.57083120323648,Adherent,RPMI + 10% FBS,88.1,,,ascites,Metastasis,Gallbladder Cancer,Adenocarcinoma,,,,bile_duct,gallbladder_adenocarcinoma,,,
ACH-000960,Reh,REH,REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909696,Female,ATCC,2,-4.12674013626778,Suspension,RPMI + 10% FBS,65,CVCL_1650,1272,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",15,SIDM00447,,blood,ALL,b_cell,,
ACH-001414,UM-UC-6,UMUC6,UMUC6_URINARY_TRACT,,,Male,Sigma-Aldrich,1,-3.98900920824329,Adherent,EMEM (EBSS) + 10% FBS + 2 mM Glutamine + 1% Non Essential Amino Acids (NEAA),80.7,CVCL_2751,,urinary_tract,Primary,Bladder Cancer,Transitional Cell Carcinoma,,,,urinary_tract,bladder_carcinoma,bladder_transitional_cell,,
ACH-000029,HCC-827-GR5,HCC827GR5,HCC827GR5_LUNG,HCC827 GR5,,Female,Academic lab,2,-4.51994918834749,Adherent,RPMI, 5% FBS,49.1,CVCL_V622,,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",39,,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000198,EOL-1,EOL1,EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,906856,Male,DSMZ,2,-4.37441331422638,,RPMI + 10% FBS,70.2,CVCL_0258,426,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)",33,SIDM00277,,blood,AML,M5,,
ACH-000975,,HCC2450,HCC2450_LUNG,,,Male,Academic lab,2,-4.88479472315162,not found,not found,70.8,CVCL_5133,,lung,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",52,,,lung,NSCLC,NSCLC_squamous,,
ACH-001794,93T449,93T449,93T449_SOFT_TISSUE,,,Unknown,Academic lab,2,-4.54426997301722,Adherent,RPMI 1640 + 10% FBS + 1% PenStrep,94.7,CVCL_U614,,soft_tissue,Primary,Liposarcoma,WDLPS,,,,soft_tissue,liposarcoma,WDLPS,,
ACH-001430,TC138,TC138,TC138_BONE,,,Male,Academic lab,2,-1.6766227978383,not found,not found,66.7,CVCL_4Z30,,bone,,Bone Cancer,Ewings Sarcoma,,,,bone,Ewing_sarcoma,,EWS_FLI,
ACH-000128,LN-319,LN319,LN319_CENTRAL_NERVOUS_SYSTEM,,,Male,Academic lab,2,-3.11251365687467,Adherent,DMEM: 90.0%,68.8,CVCL_3958,,central_nervous_system,,Brain Cancer,Astrocytoma,67,,,central_nervous_system,glioma,astrocytoma,,
ACH-000087,SK-ES-1,SKES1,SKES1_BONE,,684072,Male,ATCC,2,-3.08213226028072,,McCoy's 5A + 15% FBS,58,CVCL_0627,41,bone,Primary,Bone Cancer,Ewings Sarcoma,18,SIDM01111,,bone,Ewing_sarcoma,,EWS_FLI,
ACH-000854,OCI-MY5,OCIMY5,OCIMY5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Unknown,Academic lab,1,-2.70872009027412,not found,not found,45.9,CVCL_E332,,haematopoietic_and_lymphoid_tissue,,Myeloma,Multiple Myeloma,,,,plasma_cell,multiple_myeloma,,,
ACH-001460,C84,C84,C84_LARGE_INTESTINE,,,Male,ECACC,2,-4.11170760251172,Adherent,IMDM + 10% FBS + 2 mM Glutamine,90.6,CVCL_5250,,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,67,,,colorectal,colorectal_adenocarcinoma,,,
ACH-000293,KLE,KLE,KLE_ENDOMETRIUM,,924187,Female,ATCC,2,-3.20005932459551,Adherent,DMEM:F12 (1:1) + 10% FBS,56,CVCL_1329,2256,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,64,SIDM00686,,uterus,endometrial_adenocarcinoma,,,
ACH-000149,SK-N-SH,SKNSH,SKNSH_AUTONOMIC_GANGLIA,,717431,Female,ATCC,,,,,,CVCL_0531,1165,bone_marrow,Metastasis,Neuroblastoma,,4,SIDM01098,,peripheral_nervous_system,neuroblastoma,,,
ACH-000414,NCI-H1944,NCIH1944,NCIH1944_LUNG,,1240185,Female,ATCC,4,-3.58718809028985,Adherent,RPMI + 10% FBS,62.5,CVCL_1508,183,soft_tissue,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",62,SIDM00762,,lung,NSCLC,NSCLC_adenocarcinoma,,
ACH-000141,SNU-308,SNU308,SNU308_BILIARY_TRACT,,,Unknown,KCLB,3,-3.5059861547743,,RPMI + 10% FBS + Sodium bicarbonate,81.4,CVCL_5048,,biliary_tract,,Gallbladder Cancer,Adenocarcinoma,,SIDM00161,,bile_duct,gallbladder_adenocarcinoma,,,
ACH-001619,OCUG-1,OCUG1,OCUG1_BILIARY_TRACT,,,Male,JCRB,2,-2.3868108273128,Adherent,"DMEM + 10% FBS + 0.5mM pyruvate, 2mM glutamine",79.1,,,ascites,Metastasis,Gallbladder Cancer,Adenocarcinoma,43,,,bile_duct,gallbladder_adenocarcinoma,,,
ACH-000315,KARPAS-422,KARPAS422,KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907274,Female,DSMZ,2,-2.76418229874057,,RPMI + 20% FBS,76.6,CVCL_1325,1973,pleural_effusion,Metastasis,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),73,SIDM01008,,lymphocyte,non_hodgkin_lymphoma,DLBCL,,
ACH-000323,42-MG-BA,42MGBA,42MGBA_CENTRAL_NERVOUS_SYSTEM,,687561,Male,DSMZ,2,-3.90462399411266,Adherent,RPMI:EMEM (1:1) + 20% FBS,72.6,CVCL_1798,1465,central_nervous_system,Primary,Brain Cancer,Astrocytoma,63,SIDM00982,,central_nervous_system,glioma,astrocytoma,,
ACH-002508,WM3211,WM3211,WM3211_SKIN,,,Female,Academic lab,2,-4.30290493655447,Adherent,RPMI 1640 +10% FBS,43,,,lymph_node,Metastasis,Skin Cancer,"Melanoma, acral",34,,,skin,melanoma,acral,,
ACH-001001,143B,143B,143B_BONE,,,Female,ATCC,1,-4.61152400422927,not found,not found,89,CVCL_2270,,bone,Primary,Bone Cancer,Osteosarcoma,13,SIDM00804,,bone,osteosarcoma,,,
ACH-000948,23132/87,2313287,2313287_STOMACH,,910924,Male,DSMZ,2,-4.33905798277087,,RPMI + 10% heat inactivated FBS,78,CVCL_1046,558,stomach,Primary,Gastric Cancer,Adenocarcinoma,72,SIDM00980,,gastric,gastric_adenocarcinoma,,,
ACH-000219,A-375,A375,A375_SKIN,,906793,Female,ATCC,2,-4.14102385033007,Adherent,DMEM + 10% FBS,90.4,CVCL_0132,953,skin,Primary,Skin Cancer,Melanoma,54,SIDM00795,,skin,melanoma,,,
ACH-000272,SLR 24,SLR24,SLR24_KIDNEY,,,Unknown,Academic lab,2,-4.07223964191681,Adherent,RPMI, 10% FBS,92.3,CVCL_V610,,kidney,Primary,Kidney Cancer,Renal Cell Carcinoma,,,,kidney,renal_cell_carcinoma,,
ACH-000587,NCI-H1975,NCIH1975,NCIH1975_LUNG,,924244,Female,ATCC,2,-4.65410650031946,Adherent,DMEM + 10% FBS,89.5,CVCL_1511,1403,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM00759,,lung,NSCLC,NSCLC_adenocarcinoma,,
ACH-000618,SNU-1041,SNU1041,SNU1041_UPPER_AERODIGESTIVE_TRACT,,,Male,KCLB,2,-4.83163487356931,,RPMI + 10% heat inactivated FBS + 300mg/l L-glutamine + 25mM HEPES + 25mM Sodium bicarbonate,44.3,CVCL_L085,,upper_aerodigestive_tract,,Head and Neck Cancer,"Squamous Cell Carcinoma, hypopharyngeal",,SIDM00173,,upper_aerodigestive,upper_aerodigestive_squamous,hypopharyngeal,,
ACH-000556,SIHA,SIHA,SIHA_CERVIX,,930297,Female,ATCC,2,-4.03375592808705,Adherent,EMEM (EBSS) + 10%FBS,90.5,CVCL_0032,1354,cervix,,Cervical Cancer,Carcinoma,,SIDM01093,,cervix,cervical_carcinoma,,,
ACH-001796,95T1000,95T1000,95T1000_SOFT_TISSUE,,,Unknown,Academic lab,2,-3.40055819947223,Adherent,RPMI 1640 + 10% FBS + 1% PenStrep,80.3,CVCL_WU67,,soft_tissue,,Liposarcoma,WDLPS,,,,soft_tissue,liposarcoma,WDLPS,,
ACH-000207,Detroit 562,DETROIT562,DETROIT562_UPPER_AERODIGESTIVE_TRACT,,906837,Female,ATCC,2,-2.25697874434795,,EMEM + 10% FBS,81.4,CVCL_1171,2075,pleural_effusion,Metastasis,Head and Neck Cancer,"Squamous Cell Carcinoma, pharynx",,SIDM00831,,upper_aerodigestive,upper_aerodigestive_squamous,pharynx,,
ACH-001099,KD,KD,KD_SOFT_TISSUE,,,Unknown,Academic lab,2,-3.02481329805391,not found,not found,39.5,CVCL_U757,,soft_tissue,,Rhabdoid,Malignant Rhabdoid Tumor,,,,soft_tissue,malignant_rhabdoid_tumor,,,
ACH-000585,EPLC-272H,EPLC272H,EPLC272H_LUNG,,753556,Male,DSMZ,3,-4.63349268485927,Adherent,RPMI + 20% FBS,85.8,CVCL_1197,404,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",57,SIDM01044,,lung,NSCLC,NSCLC_squamous,,
ACH-000700,,NCIH2882,NCIH2882_LUNG,NCI-H2882,,Female,Academic lab,2,-1.93510731985058,not found,not found,85.7,CVCL_5158,,lung,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",,,,lung,NSCLC,NSCLC_squamous,,
ACH-001543,KOSC-2 cl3-43,KOSC2CL343,KOSC2CL343_UPPER_AERODIGESTIVE_TRACT,KOSC-2,,Male,JCRB,1,-4.20186215874362,Adherent,RPMI 1640 + 10% FBS,93.1,,,upper_aerodigestive_tract,Primary,Head and Neck Cancer,"Squamous Cell Carcinoma, oral",51,,,upper_aerodigestive,upper_aerodigestive_squamous,oral,,
ACH-002460,HT144 SKIN FV2,HT144SKINFV2,HT144_SKIN_FV2_RESISTANT,HTT144_Dab_Rox,,Male,Academic lab,1,-3.67833602938962,Adherent,RPMI 1640 + 10% FBS + PenStrepGlut,86.4,,,skin,,Skin Cancer,Melanoma,29,,Drug resistance: Dabrafenib and Roxadustat,skin,melanoma,,,
ACH-001301,COGN278,COGN278,COGN278_AUTONOMIC_GANGLIA,,,Unknown,Children&#39,s Oncology Group,2,-2.53924062228774,not found,not found,66.9,CVCL_AX49,,autonomic_ganglia,,Neuroblastoma,,,,,peripheral_nervous_system,neuroblastoma,,MYCN_amp
ACH-000845,NCI-H1373,NCIH1373,NCIH1373_LUNG,,,Male,ATCC,2,-2.53812676386715,Adherent,RPMI + 10% FBS,86.7,CVCL_1465,,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",56,,,lung,NSCLC,NSCLC_adenocarcinoma,,
ACH-001431,TC205,TC205,TC205_BONE,,,Unknown,Academic lab,2,-2.6324452280201,not found,not found,53.6,CVCL_4Z31,,bone,,Bone Cancer,Ewings Sarcoma,,,,bone,Ewing_sarcoma,,EWS_FEV,
ACH-001145,OC 316,OC316,OC316_OVARY,,,Female,ICLC,2,-4.26209220149317,Adherent,RPMI 1640 + 5% FBS,84,CVCL_1618,,ascites,Metastasis,Ovarian Cancer,"Adenocarcinoma, serous",60,SIDM00219,,ovary,ovary_adenocarcinoma,serous,,
ACH-000478,SNU-387,SNU387,SNU387_LIVER,,909736,Female,ATCC,2,-3.96662023970728,Adherent,RPMI + 10% FBS,94,CVCL_0250,1482,liver,Primary,Liver Cancer,Hepatocellular Carcinoma,41,SIDM01180,,liver,hepatocellular_carcinoma,,,
ACH-000341,SK-N-FI,SKNFI,SKNFI_AUTONOMIC_GANGLIA,,688087,Male,ATCC,2,-2.19327977555977,Adherent,DMEM + 10% FBS + NEAA,31,CVCL_1702,227,bone_marrow,Metastasis,Neuroblastoma,,11,SIDM01099,,peripheral_nervous_system,neuroblastoma,,,
ACH-001577,MUTZ-8,MUTZ8,MUTZ8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,DSMZ,2,-2.95819957105278,Suspension,alpha-MEM + 20% FBS + 10 ng/ml GM-CSF or 20% vol conditioned medium of cell line 5637 (DSM ACC 35),84,,,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,Acute Myelogenous Leukemia (AML),63,,,blood,AML,,,
ACH-000926,HT55,HT55,HT55_LARGE_INTESTINE,,907287,Unknown,ECACC,3,-2.8241352295864,Adherent,EMEM + 20% FBS + Glutamine + NEAA,69.4,CVCL_1294,1688,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,,SIDM00541,,colorectal,colorectal_adenocarcinoma,,,
ACH-000095,D341,D341,D341MED_CENTRAL_NERVOUS_SYSTEM,D341MED,,Male,ATCC,3,-2.73983003530331,,DMEM:F12 (1:1) + 15% FBS,95.6,CVCL_0018,,central_nervous_system,,Brain Cancer,Medulloblastoma,3.5,,,central_nervous_system,medulloblastoma,med_group_3,MYC_amp,
ACH-000632,Hs 944.T,HS944T,HS944T_SKIN,,,Male,ATCC,2,-4.88225484896297,Adherent,DMEM + 10% FBS,88.7,CVCL_1040,,skin,Metastasis,Skin Cancer,Melanoma,51,SIDM00063,,skin,melanoma,,,
ACH-000459,TUHR10TKB,TUHR10TKB,TUHR10TKB_KIDNEY,,,Male,RIKEN,2,-1.60911917802008,,RPMI + 10% FBS,45.2,CVCL_5952,,kidney,Primary,Kidney Cancer,Renal Cell Carcinoma,69,,,kidney,renal_cell_carcinoma,,,
ACH-001843,ICC3,ICC3,ICC3_BILIARY_TRACT,,,Unknown,Academic lab,2,-1.45815242218195,Adherent,RPMI + 10% FBS,74.5,,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,,bile_duct,cholangiocarcinoma,intrahepatic,,
ACH-000740,A-253,A253,A253_SALIVARY_GLAND,,906794,Male,ATCC,2,-3.85400586408936,Adherent,McCoy's 5A + 10% FBS,91.6,CVCL_1060,2089,upper_aerodigestive_tract,Primary,Head and Neck Cancer,"Squamous Cell Carcinoma, salivary gland",54,SIDM00796,,upper_aerodigestive,upper_aerodigestive_squamous,salivary_gland,,
ACH-000124,OCI-LY-19,OCILY19,OCILY19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330984,Female,DSMZ,0,-0.185251007104118,Suspension,,99,CVCL_1878,1972,bone_marrow,Primary,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),27,SIDM00460,,lymphocyte,non_hodgkin_lymphoma,DLBCL,,
ACH-002025,TT1TKB,TT1TKB,TT1TKB_LARGE_INTESTINE,,,Male,RIKEN,2,-4.71718296815279,Adherent,DMEM+10%FBS,70.1,,,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,,,,colorectal,colorectal_adenocarcinoma,,,
ACH-000557,AML-193,AML193,AML193_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,ATCC,2,-2.64284279290877,Suspension,IMDM + 5% FBS + 10ug/ml Insulin+ 5ug/ml Transferrin + 2ng/ml GM-CSF,90.5,CVCL_1071,,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)",13,,,blood,AML,M5,,
ACH-000052,A-673,A673,A673_BONE,,684052,Female,ATCC,2,-2.94566501731343,Adherent,DMEM + 10% FBS,67.2,CVCL_0080,660,soft_tissue,Primary,Bone Cancer,Ewings Sarcoma,15,SIDM00848,,bone,Ewing_sarcoma,,EWS_FLI,
ACH-000680,SW948,SW948,SW948_LARGE_INTESTINE,,909757,Female,ATCC,1,-1.37352848611774,Adherent,RPMI + 10% FBS,62.4,CVCL_0632,1689,Colon,Primary,Colon/Colorectal Cancer,Adenocarcinoma,81,SIDM00832,,colorectal,colorectal_adenocarcinoma,,,
ACH-001690,UPCI-SCC-026,UPCISCC026,UPCISCC026_UPPER_AERODIGESTIVE_TRACT,,,Female,DSMZ,2,-4.93056551415544,Adherent,MEM (with Earle's salts) + 20% FBS + 2 mM L-glutamine + non-essential amino acids,93.9,,,upper_aerodigestive_tract,Primary,Head and Neck Cancer,Squamous Cell Carcinoma,82,,,upper_aerodigestive,upper_aerodigestive_squamous,,,
ACH-000159,OS-RC-2,OSRC2,OSRC2_KIDNEY,,909250,Male,RIKEN,2,-4.23848587638706,,RPMI + 10% FBS,80.6,CVCL_1626,1674,kidney,Primary,Kidney Cancer,Renal Cell Carcinoma,,SIDM00239,,kidney,renal_cell_carcinoma,,,
ACH-000881,MEL-JUSO,MELJUSO,MELJUSO_SKIN,,908125,Female,DSMZ,2,-3.90592875311115,Adherent,RPMI + 10% FBS,80.2,CVCL_1403,626,skin,Primary,Skin Cancer,Melanoma,58,SIDM00336,,skin,melanoma,,,
ACH-001391,SUM-159PT,SUM159PT,SUM159PT_BREAST,,,Female,Asterand,1,-4.02906701947525,Adherent,HAM's F-12 + 5% FBS + 10mM HEPES + Hydrocortisone 1ug/ml + Insulin 5ug/ml,92.6,CVCL_5423,,breast,Primary,Breast Cancer,Carcinoma,,,,breast,breast_carcinoma,ERneg_HER2neg,basal_B,
ACH-000645,JL-1,JL1,JL1_PLEURA,,,Male,DSMZ,2,-4.27187030346398,,DMEM + 20% FBS,60.5,CVCL_2080,,pleura,Primary,Lung Cancer,Mesothelioma,54,,,lung,mesothelioma,,,
ACH-000324,JHOC-5,JHOC5,JHOC5_OVARY,,,Female,RIKEN,3,-3.39591009608535,,DMEM:F12 (1:1) + 10% FBS + 0.1mM NEAA,82.1,CVCL_4640,,ovary,Primary,Ovarian Cancer,"Adenocarcinoma, clear cell",,,,ovary,ovary_adenocarcinoma,clear_cell,,
ACH-000011,253J,253J,253J_URINARY_TRACT,,,Male,KCLB,1,-3.18037938021089,,DMEM + 10% FBS,89,CVCL_7935,,lymph_node,Metastasis,Bladder Cancer,Carcinoma,53,,,urinary_tract,bladder_carcinoma,,,
ACH-000376,SF-295,SF295,SF295_CENTRAL_NERVOUS_SYSTEM,,905985,Female,NCI/DCTD,2,-5.90409283033086,Adherent,RPMI + 10% FBS,79.1,CVCL_1690,1164,central_nervous_system,Primary,Brain Cancer,Glioblastoma,67,SIDM00084,,central_nervous_system,glioma,glioblastoma,,
ACH-000098,GAMG,GAMG,GAMG_CENTRAL_NERVOUS_SYSTEM,,906868,Female,DSMZ,2,-5.02631484896104,Adherent,DMEM + 10% FBS + 2mM Glutamax,91.1,CVCL_1226,1174,central_nervous_system,Primary,Brain Cancer,Glioblastoma,42,SIDM01055,,central_nervous_system,glioma,glioblastoma,,
ACH-000433,Caki-1,CAKI1,CAKI1_KIDNEY,,905963,Male,ATCC,2,-2.71998161004868,Adherent,McCoy's 5A + 10% FBS,50.5,CVCL_0234,289,skin,Metastasis,Kidney Cancer,"Renal Carcinoma, clear cell",49,SIDM00941,,kidney,renal_cell_carcinoma,clear_cell,,
